Date,Open,High,Low,Close,Volume,Change,Symbol
2021-01-04,52200,53300,50500,51100,2271924,0.0019607843137254832,000990
2021-01-05,50300,51100,48700,49900,2405088,-0.023483365949119372,000990
2021-01-06,51700,57700,51700,53600,5895650,0.07414829659318634,000990
2021-01-07,55000,55400,53500,54000,1595377,0.00746268656716409,000990
2021-01-08,54400,57600,52400,54900,3270306,0.016666666666666607,000990
2021-01-11,58500,58700,54100,56200,3793562,0.023679417122040025,000990
2021-01-12,55700,63900,55000,61900,7038777,0.10142348754448394,000990
2021-01-13,61300,62000,59300,59500,2126160,-0.03877221324717284,000990
2021-01-14,59400,60600,58200,59400,1609108,-0.001680672268907557,000990
2021-01-15,60000,62400,59400,59900,1785192,0.008417508417508435,000990
2021-01-18,59600,65500,59500,63500,4551888,0.06010016694490816,000990
2021-01-19,65200,65800,62400,63400,2056296,-0.0015748031496063408,000990
2021-01-20,64500,73200,63600,69200,6388832,0.09148264984227139,000990
2021-01-21,69500,71600,69000,71300,2064140,0.030346820809248554,000990
2021-01-22,73600,74300,68300,69200,2544317,-0.029453015427770013,000990
2021-01-25,70200,70700,67200,70300,1776290,0.01589595375722541,000990
2021-01-26,70700,70700,66700,67300,1724188,-0.042674253200568946,000990
2021-01-27,67300,69100,65900,66200,1437705,-0.01634472511144136,000990
2021-01-28,64000,68500,63700,66900,2073066,0.010574018126888296,000990
2021-01-29,68100,68200,59900,61500,3539007,-0.08071748878923768,000990
2021-02-01,61200,64400,59100,63300,2198094,0.029268292682926855,000990
2021-02-02,64500,65500,62800,63700,1449147,0.006319115323854652,000990
2021-02-03,64700,64900,62500,64100,1168301,0.006279434850863463,000990
2021-02-04,63200,63400,60800,61700,1580816,-0.03744149765990634,000990
2021-02-05,62200,62500,60500,60800,977912,-0.014586709886547866,000990
2021-02-08,60800,61000,58900,59700,885840,-0.018092105263157854,000990
2021-02-09,61200,63600,60500,60900,1861474,0.0201005025125629,000990
2021-02-10,61600,62600,60200,61700,987816,0.013136288998357948,000990
2021-02-15,63400,65700,62100,64900,2344050,0.05186385737439214,000990
2021-02-16,66200,67900,65200,66500,2727599,0.024653312788905923,000990
2021-02-17,66800,66800,64300,64700,1222523,-0.02706766917293235,000990
2021-02-18,64700,64800,61400,61600,1427067,-0.04791344667697062,000990
2021-02-19,61000,62000,58600,60600,2125874,-0.016233766233766267,000990
2021-02-22,61200,61500,58500,58700,1284031,-0.031353135313531344,000990
2021-02-23,57100,58100,54700,57000,1365694,-0.028960817717206155,000990
2021-02-24,57600,59600,56300,56600,1285515,-0.007017543859649145,000990
2021-02-25,58500,58800,57400,58200,817029,0.028268551236749095,000990
2021-02-26,56400,57200,55500,56400,996062,-0.030927835051546393,000990
2021-03-02,58100,58500,55900,56400,721747,0.0,000990
2021-03-03,55800,56700,55000,56400,711830,0.0,000990
2021-03-04,55200,55500,53800,53900,992206,-0.04432624113475181,000990
2021-03-05,52500,54300,51300,53600,1267242,-0.005565862708719838,000990
2021-03-08,54400,54500,51200,51200,899757,-0.04477611940298509,000990
2021-03-09,50700,51600,48900,50700,1806725,-0.009765625,000990
2021-03-10,53200,53300,50100,50100,1216979,-0.011834319526627168,000990
2021-03-11,50800,52600,50400,51600,1109055,0.029940119760478945,000990
2021-03-12,52800,54000,51800,52400,1395467,0.015503875968992276,000990
2021-03-15,52200,53000,51500,52400,605398,0.0,000990
2021-03-16,53100,56700,53000,56700,1950497,0.08206106870229002,000990
